name	length	true_count
ENST00000370053.1	2255	0
ENST00000370018.5	4955	0
ENST00000318100.6	4676	0
ENST00000508582.4	4273	0
ENST00000360203.7	4623	0
ENST00000356810.5	1339	0
ENST00000425905.3	664	0
ENST00000496816.3	2222	0
ENST00000370003.2	2273	0
ENST00000492259.4	4824	0
ENST00000482936.3	4931	0
ENST00000622743.2	4945	0
ENST00000369996.1	1124	0
ENST00000612256.2	2974	0
ENST00000614942.2	2554	0
ENST00000619493.2	2456	0
ENST00000622789.2	2559	0
ENST00000618838.2	1623	0
ENST00000612157.2	1698	0
ENST00000618568.2	1612	0
ENST00000607873.1	1061	0
ENST00000448100.4	1881	0
ENST00000355969.8	1871	0
ENST00000357119.6	1896	0
ENST00000431125.1	427	0
ENST00000369967.5	1890	0
ENST00000328969.5	1945	0
ENST00000490623.2	3119	0
ENST00000496820.2	507	0
ENST00000444951.3	451	0
ENST00000309546.5	1178	0
ENST00000487026.3	805	0
ENST00000480139.3	819	0
ENST00000493265.2	661	0
ENST00000476183.2	809	0
ENST00000467211.1	252	0
ENST00000266077.4	1731	0
ENST00000619497.1	1291	0
ENST00000245663.6	5185	0
ENST00000395104.3	5198	0
ENST00000302995.2	2335	0
ENST00000369916.4	2094	0
ENST00000615907.2	2310	0
ENST00000611972.2	2197	0
ENST00000369927.6	1094	0
ENST00000346249.6	2297	25
ENST00000348257.7	2237	11
ENST00000352482.6	2339	0
ENST00000351424.6	2302	0
ENST00000217121.7	2362	0
ENST00000358548.4	2275	0
ENST00000360864.6	5213	29
ENST00000470551.1	5287	18
ENST00000354216.8	1837	0
ENST00000358711.5	1845	0
ENST00000369908.7	1954	0
ENST00000430743.1	888	0
ENST00000369888.3	5919	18
ENST00000450537.3	5921	0
ENST00000217130.4	2974	0
ENST00000369886.5	2181	0
ENST00000450107.1	493	0
ENST00000266079.4	3044	89
ENST00000340356.8	1864	0
ENST00000361317.4	1427	0
ENST00000343484.7	1235	0
ENST00000395053.5	1733	0
ENST00000339217.6	953	0
ENST00000415602.3	726	0
ENST00000440819.3	1083	0
ENST00000458442.1	941	0
ENST00000332298.7	1510	0
ENST00000395042.1	1593	0
ENST00000336866.4	3321	0
ENST00000355631.6	3147	0
ENST00000349451.3	3369	0
ENST00000308906.4	868	0
ENST00000302096.4	761	0
ENST00000369768.1	1352	0
ENST00000360149.6	2061	0
ENST00000328439.3	5535	0
ENST00000622439.2	2140	0
ENST00000536311.3	5614	0
ENST00000299468.9	1049	0
ENST00000369758.6	3212	0
ENST00000609372.1	1321	0
ENST00000610196.1	476	0
ENST00000308824.8	3843	0
ENST00000609764.1	572	0
ENST00000610074.1	541	0
ENST00000608844.1	528	0
ENST00000609818.1	551	0
ENST00000624081.1	513	0
ENST00000612610.2	1162	0
ENST00000620481.2	816	0
ENST00000623960.1	3274	0
ENST00000623903.1	998	0
ENST00000623795.1	2238	0
ENST00000624810.1	411	0
ENST00000625036.1	318	0
ENST00000620015.2	1435	0
ENST00000620528.2	1640	69
ENST00000624120.1	898	0
ENST00000624648.1	696	0
ENST00000623810.1	781	0
ENST00000623476.1	1599	0
ENST00000617716.2	3264	34
ENST00000623998.1	3634	0
ENST00000613488.2	4705	0
ENST00000624406.1	2453	0
ENST00000398168.3	2514	0
ENST00000618024.2	2353	0
ENST00000617706.2	2563	0
ENST00000624934.1	1992	0
ENST00000623375.1	1675	0
ENST00000610664.2	897	21
ENST00000620065.2	963	0
ENST00000619610.2	813	0
ENST00000619537.2	1116	0
ENST00000624019.1	601	0
ENST00000624932.1	712	0
ENST00000622934.1	1193	0
ENST00000619874.2	843	0
ENST00000612624.2	1021	0
ENST00000624304.1	1863	0
ENST00000624758.1	1074	0
ENST00000623661.1	1021	0
ENST00000622690.2	3149	0
ENST00000618699.2	3154	0
ENST00000623803.1	811	0
ENST00000617668.2	736	0
ENST00000622113.2	2542	0
ENST00000612957.2	755	0
ENST00000618007.2	2150	0
ENST00000427445.4	2036	0
ENST00000612746.1	1874	0
ENST00000622028.1	353	0
ENST00000624445.1	308	0
ENST00000620442.2	1988	0
ENST00000299443.5	1826	0
ENST00000344577.4	1652	0
ENST00000614229.2	1439	0
ENST00000536861.3	1529	0
ENST00000400211.2	421	0
ENST00000400577.3	1934	0
ENST00000285667.3	3986	51
ENST00000400564.3	1382	0
ENST00000400566.3	1888	90
ENST00000285670.4	2185	0
ENST00000619120.2	2028	0
ENST00000435732.3	1151	0
ENST00000400562.1	808	0
ENST00000400199.3	7562	0
ENST00000400202.3	7671	0
ENST00000318948.5	7556	0
ENST00000411932.1	720	0
ENST00000285679.8	3973	22
ENST00000351097.7	2158	0
ENST00000285681.4	5216	0
ENST00000400183.4	5341	0
ENST00000453553.1	611	0
ENST00000449491.1	687	0
ENST00000284878.9	6254	0
ENST00000400166.3	1080	0
ENST00000356275.8	270	0
ENST00000400165.3	603	0
ENST00000400169.1	1445	0
ENST00000339775.8	1485	0
ENST00000348354.6	1456	13
ENST00000457956.1	511	0
ENST00000284881.6	5433	34
ENST00000400559.5	1593	0
ENST00000400558.5	1090	0
ENST00000405964.2	896	0
ENST00000400128.3	2421	0
ENST00000400131.3	2036	0
ENST00000400135.3	2136	0
ENST00000400127.3	2239	0
ENST00000299295.4	2548	0
ENST00000543733.3	1637	0
ENST00000338326.4	1974	0
ENST00000284885.5	3947	0
ENST00000422787.1	754	0
ENST00000474775.1	452	0
ENST00000400546.3	8135	0
ENST00000284894.8	4699	0
ENST00000352957.6	1110	23
ENST00000307301.9	1199	0
ENST00000419219.1	900	0
ENST00000400532.3	1757	0
ENST00000480456.3	4337	0
ENST00000312957.7	4209	0
ENST00000460679.3	1025	0
ENST00000400099.3	492	0
ENST00000400094.3	589	0
ENST00000284971.5	614	36
ENST00000457143.4	589	0
ENST00000400090.5	647	0
ENST00000400087.5	826	0
ENST00000400093.3	1179	0
ENST00000354828.5	5120	0
ENST00000400075.3	4814	25
ENST00000346798.5	3467	0
ENST00000354192.5	3167	0
ENST00000348990.7	3355	0
ENST00000357903.5	3543	70
ENST00000359726.5	3294	0
ENST00000440126.5	2846	0
ENST00000439274.4	2517	0
ENST00000358918.5	2366	0
ENST00000448850.3	1846	0
ENST00000415997.1	541	0
ENST00000299340.6	3101	0
ENST00000400043.3	735	0
ENST00000284984.5	5191	0
ENST00000517777.3	598	0
ENST00000451462.3	601	0
ENST00000517452.1	405	0
ENST00000284987.5	9056	0
ENST00000303775.7	4865	0
ENST00000351429.5	4781	0
ENST00000460212.1	1293	0
ENST00000361371.7	7685	22
ENST00000389194.4	7749	0
ENST00000614971.2	7756	0
ENST00000389195.4	2714	0
ENST00000483326.1	1753	0
ENST00000493196.1	3094	0
ENST00000399975.5	2960	25
ENST00000399976.4	2963	15
ENST00000334352.6	3004	0
ENST00000399973.1	581	0
ENST00000432178.3	556	0
ENST00000540844.3	1927	0
ENST00000286788.6	2005	277
ENST00000431234.1	968	0
ENST00000419845.3	577	0
ENST00000341618.6	1855	0
ENST00000399935.4	2093	0
ENST00000399934.3	1964	0
ENST00000399947.4	2003	0
ENST00000286791.7	1725	0
ENST00000339024.6	2066	0
ENST00000545939.3	1407	0
ENST00000399928.3	1904	0
ENST00000399926.3	749	0
ENST00000399925.3	692	0
ENST00000451489.1	556	0
ENST00000548219.3	325	0
ENST00000550131.3	349	0
ENST00000547141.3	315	0
ENST00000546469.3	485	0
ENST00000286800.5	5669	28
ENST00000399921.3	5769	0
ENST00000548467.1	217	0
ENST00000451655.3	777	0
ENST00000447177.3	751	0
ENST00000435072.1	692	0
ENST00000422809.3	850	0
ENST00000468059.1	663	0
ENST00000327783.6	3179	0
ENST00000389125.5	3140	0
ENST00000399913.3	3234	0
ENST00000399914.3	3624	0
ENST00000535441.3	2896	0
ENST00000389124.4	2712	0
ENST00000399907.3	3472	0
ENST00000399909.3	3427	0
ENST00000309434.8	2637	0
ENST00000286808.4	1193	0
ENST00000399899.1	2068	0
ENST00000340345.5	1650	0
ENST00000416044.1	370	0
ENST00000360542.4	1193	0
ENST00000382835.2	682	0
ENST00000613611.1	486	0
ENST00000399889.3	867	0
ENST00000334160.5	211	0
ENST00000355459.3	749	0
ENST00000390690.2	704	0
ENST00000334068.3	797	0
ENST00000334067.4	671	0
ENST00000390689.2	646	0
ENST00000620117.1	216	0
ENST00000334063.5	522	0
ENST00000334055.4	380	0
ENST00000334058.2	310	0
ENST00000334151.2	461	0
ENST00000334046.5	330	0
ENST00000614763.1	216	0
ENST00000334849.2	440	0
ENST00000382830.2	293	0
ENST00000391624.1	636	0
ENST00000334897.4	313	0
ENST00000334680.3	296	0
ENST00000329122.2	500	0
ENST00000334664.3	275	0
ENST00000382828.2	224	0
ENST00000330798.2	384	0
ENST00000382826.2	273	0
ENST00000444335.1	253	0
ENST00000333892.2	440	0
ENST00000335093.4	599	0
ENST00000329621.5	556	0
ENST00000621162.1	721	0
ENST00000332378.5	912	0
ENST00000382822.2	318	0
ENST00000286827.5	7200	0
ENST00000423206.3	523	0
ENST00000541036.3	7018	0
ENST00000455508.1	1187	0
ENST00000270142.8	966	64
ENST00000389995.4	865	0
ENST00000286835.9	4193	23
ENST00000399804.3	4127	0
ENST00000434667.3	3846	0
ENST00000270112.4	7385	0
ENST00000430354.1	486	0
ENST00000439107.1	860	0
ENST00000290130.3	1575	10
ENST00000399784.4	1000	0
ENST00000303645.7	935	0
ENST00000339944.4	440	0
ENST00000382751.3	10832	33
ENST00000300255.4	1998	0
ENST00000435323.3	1601	0
ENST00000437338.3	1745	0
ENST00000457807.3	1548	0
ENST00000401402.5	1558	0
ENST00000382699.5	1668	0
ENST00000412833.1	936	0
ENST00000300258.5	984	0
ENST00000491828.3	889	0
ENST00000472557.3	732	0
ENST00000582575.1	636	0
ENST00000431216.3	891	0
ENST00000553001.1	929	0
ENST00000431599.1	417	0
ENST00000440966.3	1082	0
ENST00000382549.6	2503	0
ENST00000290155.5	1692	0
ENST00000425336.1	873	0
ENST00000300260.7	1229	0
ENST00000458138.1	863	0
ENST00000357345.5	7059	0
ENST00000382491.5	6958	0
ENST00000438952.3	3604	0
ENST00000382499.4	7094	0
ENST00000433931.4	4852	0
ENST00000418301.3	422	0
ENST00000416083.1	366	0
ENST00000429236.3	2212	0
ENST00000456084.1	583	0
ENST00000331923.6	3995	20
ENST00000443785.3	2920	0
ENST00000290178.4	2564	0
ENST00000445049.1	473	0
ENST00000421049.1	339	0
ENST00000536776.1	3889	0
ENST00000490358.3	1155	0
ENST00000487113.1	1009	0
ENST00000382373.4	878	0
ENST00000479548.1	964	0
ENST00000382357.3	2578	0
ENST00000430860.1	575	0
ENST00000333337.3	3262	0
ENST00000382348.1	2277	0
ENST00000426947.3	1083	0
ENST00000382264.5	1389	0
ENST00000404220.5	4284	18
ENST00000342136.6	2887	0
ENST00000342101.5	2594	0
ENST00000382238.4	1127	0
ENST00000413881.3	710	0
ENST00000443073.3	841	0
ENST00000447980.1	726	0
ENST00000417007.1	719	0
ENST00000433395.4	1000	0
ENST00000432231.1	753	0
ENST00000290200.4	1963	32
ENST00000422891.3	786	0
ENST00000451065.1	898	0
ENST00000270139.5	6139	52
ENST00000442071.1	491	0
ENST00000290219.8	2221	0
ENST00000439213.3	906	0
ENST00000381995.3	1742	0
ENST00000545369.2	966	0
ENST00000405436.3	1684	28
ENST00000421802.1	727	0
ENST00000420455.3	3062	0
ENST00000542230.4	2375	0
ENST00000441128.3	634	0
ENST00000442441.3	982	0
ENST00000432504.1	619	0
ENST00000617313.2	2237	0
ENST00000381947.3	1354	0
ENST00000314399.3	1625	0
ENST00000402202.1	1480	0
ENST00000381815.6	3341	65
ENST00000381831.5	3490	0
ENST00000381839.5	3469	0
ENST00000424203.3	3571	0
ENST00000361093.7	2149	0
ENST00000366093.4	805	0
ENST00000430874.3	1036	0
ENST00000426819.3	837	0
ENST00000438059.3	697	0
ENST00000441403.1	715	0
ENST00000356577.6	8813	0
ENST00000381692.4	2463	36
ENST00000300278.6	7477	21
ENST00000455528.3	8394	41
ENST00000381679.6	7860	73
ENST00000436227.3	5269	78
ENST00000421541.1	1151	0
ENST00000429093.4	684	0
ENST00000457208.3	765	0
ENST00000439593.1	528	0
ENST00000303113.8	2028	0
ENST00000453626.3	2332	0
ENST00000457359.3	2273	0
ENST00000303071.7	2170	0
ENST00000417871.3	1820	0
ENST00000444517.3	1180	0
ENST00000442660.3	1566	0
ENST00000437395.3	1719	0
ENST00000432378.3	1618	0
ENST00000440810.1	703	0
ENST00000429238.2	1078	0
ENST00000381554.5	1617	0
ENST00000290244.7	1685	0
ENST00000381540.5	1482	0
ENST00000452420.3	1556	0
ENST00000441940.3	535	0
ENST00000445393.3	824	0
ENST00000437996.3	595	0
ENST00000361534.4	2224	0
ENST00000429827.3	1916	0
ENST00000420072.3	2558	0
ENST00000440526.3	1026	0
ENST00000414079.3	408	0
ENST00000426935.3	629	0
ENST00000431177.3	607	0
ENST00000417979.3	504	0
ENST00000413017.2	627	0
ENST00000438788.1	620	0
ENST00000399442.1	612	0
ENST00000399353.3	3913	0
ENST00000444491.3	827	0
ENST00000381318.5	17015	0
ENST00000381291.6	5437	0
ENST00000437442.4	1330	0
ENST00000381285.6	6107	0
ENST00000399367.5	5722	0
ENST00000399352.3	5408	0
ENST00000399355.4	4003	0
ENST00000399349.3	5191	0
ENST00000451686.3	501	0
ENST00000381283.5	1116	0
ENST00000399338.6	3115	0
ENST00000456489.1	485	0
ENST00000379960.7	3026	0
ENST00000419241.1	779	0
ENST00000440794.2	936	0
ENST00000437126.3	514	0
ENST00000381284.5	949	0
ENST00000420666.1	422	0
ENST00000415023.1	519	0
ENST00000431254.3	583	0
ENST00000290299.4	932	86
ENST00000417181.3	462	0
ENST00000418933.1	415	0
ENST00000429064.1	442	0
ENST00000399312.2	990	36
ENST00000381151.3	11574	46
ENST00000290310.3	1051	0
ENST00000399292.5	850	0
ENST00000399299.3	1033	0
ENST00000399295.2	1074	0
ENST00000410005.1	756	0
ENST00000450895.1	1050	0
ENST00000337385.5	3347	0
ENST00000432085.3	3184	0
ENST00000621601.2	3148	0
ENST00000611936.1	3222	0
ENST00000399289.5	3154	0
ENST00000399286.2	1204	0
ENST00000416357.4	796	0
ENST00000399284.1	666	0
ENST00000443408.4	2315	0
ENST00000620920.2	2257	0
ENST00000381135.5	2526	0
ENST00000482533.3	2686	0
ENST00000481448.3	2816	0
ENST00000381132.4	2408	0
ENST00000487990.3	2520	0
ENST00000399272.3	2164	0
ENST00000313806.6	2490	0
ENST00000492600.1	935	0
ENST00000360731.5	3860	0
ENST00000349499.2	3806	21
ENST00000344691.6	7274	0
ENST00000300305.5	6222	0
ENST00000437180.3	5967	0
ENST00000482318.3	1710	0
ENST00000399240.3	1590	0
ENST00000358356.7	2720	0
ENST00000399237.4	822	0
ENST00000455571.3	610	0
ENST00000475045.4	1582	0
ENST00000416754.1	346	0
ENST00000624569.1	375	0
ENST00000399215.3	4272	0
ENST00000399212.3	3258	0
ENST00000332131.6	3015	0
ENST00000399205.3	1208	0
ENST00000399208.4	1165	0
ENST00000399201.3	1212	0
ENST00000399207.3	1160	0
ENST00000424303.3	796	0
ENST00000429161.3	745	0
ENST00000446166.3	754	0
ENST00000442559.3	431	0
ENST00000443703.1	707	0
ENST00000530908.3	1924	0
ENST00000290349.8	1293	22
ENST00000439427.2	1024	0
ENST00000399191.3	838	0
ENST00000290354.5	1169	0
ENST00000270190.6	623	0
ENST00000399151.3	7685	0
ENST00000400485.3	4246	22
ENST00000546482.3	1028	0
ENST00000549948.3	934	0
ENST00000551788.3	867	0
ENST00000552581.3	875	0
ENST00000314103.5	4480	18
ENST00000399139.3	1231	0
ENST00000399137.3	1942	0
ENST00000399135.3	1752	0
ENST00000399136.3	1330	0
ENST00000342108.2	1453	0
ENST00000290399.8	4442	0
ENST00000431229.1	1465	0
ENST00000483178.2	824	0
ENST00000336648.6	6010	0
ENST00000612277.2	6112	0
ENST00000399120.3	6466	0
ENST00000448340.3	780	0
ENST00000419461.3	702	0
ENST00000427746.1	666	0
ENST00000329553.2	2235	0
ENST00000360525.6	6998	0
ENST00000464265.3	3437	0
ENST00000399102.3	688	0
ENST00000399103.3	656	0
ENST00000399098.3	972	0
ENST00000430792.1	803	0
ENST00000418766.3	3771	0
ENST00000450533.3	2451	0
ENST00000438055.3	3606	0
ENST00000355666.3	7712	133
ENST00000540756.3	2025	0
ENST00000399010.3	2115	0
ENST00000399017.4	10363	0
ENST00000354749.4	9084	0
ENST00000414818.1	831	0
ENST00000411496.1	893	0
ENST00000428693.1	999	0
ENST00000309117.8	3256	24
ENST00000399001.3	821	0
ENST00000476950.3	937	0
ENST00000398998.1	988	0
ENST00000338785.5	5498	32
ENST00000455097.3	338	0
ENST00000426672.3	519	0
ENST00000339659.6	8654	0
ENST00000398960.4	2422	0
ENST00000398956.2	1590	0
ENST00000609713.1	19645	0
ENST00000398948.3	777	0
ENST00000328264.5	1098	0
ENST00000482032.1	799	0
ENST00000400477.5	534	0
ENST00000357704.6	552	0
ENST00000614538.1	403	0
ENST00000549158.3	626	0
ENST00000549805.3	740	0
ENST00000547341.3	595	0
ENST00000549932.3	555	0
ENST00000547595.3	313	0
ENST00000548700.3	304	0
ENST00000551422.3	413	0
ENST00000612702.2	3046	0
ENST00000613499.2	3049	0
ENST00000398925.3	532	0
ENST00000398928.3	715	0
ENST00000328656.6	8399	0
ENST00000443341.3	711	0
ENST00000417042.3	727	0
ENST00000398938.4	2583	0
ENST00000398932.3	2747	0
ENST00000438657.3	1115	0
ENST00000398934.3	2815	0
ENST00000398930.3	2914	0
ENST00000398927.1	665	0
ENST00000419868.1	521	0
ENST00000398905.3	4806	0
ENST00000398907.3	4809	0
ENST00000288319.9	4919	0
ENST00000398897.3	4651	0
ENST00000398911.3	4914	0
ENST00000417133.4	5023	0
ENST00000398910.3	4954	0
ENST00000442448.3	5034	0
ENST00000453032.4	1595	0
ENST00000398919.4	1868	0
ENST00000429727.4	1052	0
ENST00000360214.5	3936	0
ENST00000360938.5	3766	0
ENST00000432278.3	1033	0
ENST00000456966.1	972	0
ENST00000331573.5	2154	0
ENST00000411828.3	959	0
ENST00000431628.1	760	0
ENST00000380900.2	907	0
ENST00000333229.4	10141	0
ENST00000446924.3	4990	0
ENST00000342449.5	12929	0
ENST00000380800.5	7605	0
ENST00000424441.1	1356	0
ENST00000445668.3	1593	0
ENST00000430093.3	1656	0
ENST00000445245.3	1682	0
ENST00000455867.3	1644	0
ENST00000412604.1	1756	0
ENST00000341322.4	2495	0
ENST00000288344.12	1303	0
ENST00000431390.3	1552	0
ENST00000380749.7	1383	153
ENST00000436324.3	1045	0
ENST00000380748.3	829	0
ENST00000419378.3	850	0
ENST00000380747.3	709	0
ENST00000443046.3	823	0
ENST00000333781.7	1616	0
ENST00000623703.1	1392	0
ENST00000398753.3	699	0
ENST00000442773.1	541	0
ENST00000380713.5	768	0
ENST00000380708.3	1464	0
ENST00000466787.1	1416	0
ENST00000415847.2	707	0
ENST00000478273.3	366	0
ENST00000288350.5	2416	0
ENST00000380671.4	2080	0
ENST00000358268.4	2564	0
ENST00000485895.4	2551	0
ENST00000418018.3	885	0
ENST00000448288.4	804	0
ENST00000434281.3	523	0
ENST00000438404.3	849	0
ENST00000411566.3	808	0
ENST00000415863.3	706	0
ENST00000426783.3	690	0
ENST00000456017.3	612	0
ENST00000451131.1	657	0
ENST00000380637.5	1014	0
ENST00000380634.3	816	0
ENST00000458295.3	812	0
ENST00000440288.4	585	0
ENST00000380631.3	780	0
ENST00000333634.6	1251	0
ENST00000452550.3	865	0
ENST00000423596.3	246	0
ENST00000447939.1	512	0
ENST00000380620.6	13170	0
ENST00000615480.2	2617	0
ENST00000380618.3	2763	0
ENST00000343118.5	2606	0
ENST00000398714.3	2341	0
ENST00000380588.4	2066	0
ENST00000328619.7	660	0
ENST00000462224.3	683	0
ENST00000400454.3	8552	0
ENST00000617870.2	6176	0
ENST00000404019.2	5374	0
ENST00000330333.8	2993	0
ENST00000328735.8	2824	0
ENST00000347667.5	8764	0
ENST00000357985.4	1088	0
ENST00000398652.5	1125	0
ENST00000398647.5	864	0
ENST00000398646.3	1026	0
ENST00000330714.5	3042	56
ENST00000436410.3	582	0
ENST00000435611.3	618	0
ENST00000416447.1	843	0
ENST00000418103.1	604	0
ENST00000398600.4	3470	0
ENST00000413778.3	887	0
ENST00000419044.3	516	0
ENST00000455164.4	2810	0
ENST00000398598.5	2850	202
ENST00000424365.3	905	0
ENST00000417963.3	872	0
ENST00000441677.3	583	0
ENST00000427464.1	281	0
ENST00000288383.8	2733	0
ENST00000619682.1	1980	0
ENST00000332149.7	3205	0
ENST00000398585.5	3240	0
ENST00000458356.3	1701	0
ENST00000454499.3	1901	0
ENST00000424093.3	726	0
ENST00000455813.1	454	0
ENST00000332512.5	3889	0
ENST00000352483.3	4016	0
ENST00000447016.4	4992	0
ENST00000422911.3	6714	0
ENST00000441787.3	6542	0
ENST00000449395.3	6662	0
ENST00000398548.3	6654	0
ENST00000433067.3	6124	0
ENST00000447207.4	4928	0
ENST00000269844.4	4881	0
ENST00000449165.3	4559	0
ENST00000329623.9	5844	0
ENST00000380486.3	6345	0
ENST00000398505.5	6846	0
ENST00000310826.7	7449	0
ENST00000398499.3	5806	0
ENST00000398511.3	5608	0
ENST00000425521.1	607	0
ENST00000449949.3	463	0
ENST00000398497.2	555	0
ENST00000400427.3	5442	0
ENST00000400424.4	5516	0
ENST00000408989.4	5262	0
ENST00000408910.4	4878	0
ENST00000491559.3	1262	0
ENST00000468982.3	1093	0
ENST00000497243.3	917	0
ENST00000400421.4	1106	0
ENST00000466434.3	1150	0
ENST00000485357.1	1082	0
ENST00000398457.4	3119	0
ENST00000347800.4	2923	0
ENST00000450121.3	918	0
ENST00000398449.5	2998	0
ENST00000361802.4	3034	0
ENST00000343687.5	3037	0
ENST00000398437.1	3475	0
ENST00000518498.1	1109	0
ENST00000398431.2	452	0
ENST00000291525.11	407	0
ENST00000291526.4	737	0
ENST00000291527.2	551	0
ENST00000398405.3	2754	0
ENST00000433957.4	2403	0
ENST00000291532.5	3193	0
ENST00000398397.3	1342	0
ENST00000291535.8	1968	0
ENST00000319294.8	2504	0
ENST00000398367.1	1733	0
ENST00000291536.5	1430	0
ENST00000398352.3	937	0
ENST00000419522.3	568	0
ENST00000398341.5	3094	0
ENST00000352133.2	3664	0
ENST00000398343.2	494	0
ENST00000335512.6	1883	0
ENST00000291539.8	2058	0
ENST00000380328.4	1875	0
ENST00000398232.5	1885	0
ENST00000398234.5	1783	0
ENST00000398236.5	1776	0
ENST00000328862.8	1956	0
ENST00000335440.8	1728	0
ENST00000398225.5	1963	0
ENST00000398229.5	1684	0
ENST00000398227.5	1606	0
ENST00000349112.5	1616	0
ENST00000398224.3	1671	0
ENST00000330317.4	1471	0
ENST00000398208.2	2122	0
ENST00000354250.4	1575	0
ENST00000340344.4	4676	0
ENST00000291547.7	5003	0
ENST00000432907.4	5180	0
ENST00000560448.3	1429	0
ENST00000398158.3	2453	0
ENST00000398165.5	2605	0
ENST00000359624.5	2353	0
ENST00000352178.7	2583	0
ENST00000451248.3	573	0
ENST00000458223.3	676	0
ENST00000430013.1	828	0
ENST00000441030.3	819	0
ENST00000459639.3	1675	0
ENST00000464750.3	966	0
ENST00000380276.4	940	0
ENST00000291552.6	962	14
ENST00000398137.3	1019	0
ENST00000291554.4	1139	0
ENST00000398133.3	600	0
ENST00000398132.1	826	0
ENST00000270162.6	4712	0
ENST00000291560.4	1899	0
ENST00000443485.1	989	0
ENST00000599962.1	460	0
ENST00000340648.5	5090	59
ENST00000398081.3	2251	0
ENST00000468090.3	7297	0
ENST00000291565.6	7366	93
ENST00000327574.4	2583	0
ENST00000621478.1	1967	0
ENST00000467908.1	7194	0
ENST00000291568.5	2163	42
ENST00000497547.1	3005	43
ENST00000483896.3	805	0
ENST00000291572.10	5546	26
ENST00000448287.3	454	0
ENST00000398061.3	3595	36
ENST00000327505.4	3589	19
ENST00000445582.3	582	0
ENST00000398063.4	5767	0
ENST00000398058.3	4338	0
ENST00000457068.3	924	0
ENST00000448845.1	392	0
ENST00000422850.3	1003	0
ENST00000546158.1	2199	0
ENST00000380221.5	1763	0
ENST00000291574.6	6976	24
ENST00000422875.3	5267	16
ENST00000291576.9	3297	0
ENST00000456705.1	604	0
ENST00000291577.8	1674	0
ENST00000427803.4	1077	0
ENST00000348499.7	1506	0
ENST00000389690.5	694	0
ENST00000449622.3	1546	0
ENST00000419699.1	674	0
ENST00000344330.6	1009	0
ENST00000407780.5	7080	22
ENST00000400379.5	4246	0
ENST00000400377.3	2907	0
ENST00000436357.3	603	0
ENST00000270172.5	1706	0
ENST00000431166.1	1014	0
ENST00000291582.5	2257	0
ENST00000349048.6	2912	137
ENST00000397961.4	3390	0
ENST00000339818.6	2233	0
ENST00000397956.5	1634	0
ENST00000325223.7	1283	0
ENST00000300482.7	5989	0
ENST00000431901.3	582	0
ENST00000397928.3	6221	0
ENST00000397932.4	5216	0
ENST00000300481.11	5627	0
ENST00000621064.1	1669	0
ENST00000291592.5	5869	0
ENST00000323084.6	3967	0
ENST00000614657.2	4027	0
ENST00000613245.2	3524	0
ENST00000397916.1	2114	0
ENST00000400375.1	1215	0
ENST00000391621.1	1149	0
ENST00000391620.1	971	0
ENST00000400374.4	1643	0
ENST00000400372.1	1150	0
ENST00000622352.1	790	0
ENST00000400368.1	1238	0
ENST00000609664.2	1578	0
ENST00000616689.1	794	0
ENST00000334662.2	876	0
ENST00000397911.4	1171	0
ENST00000616529.1	615	0
ENST00000380095.2	1100	0
ENST00000334670.9	1237	0
ENST00000618643.1	612	0
ENST00000619249.1	441	0
ENST00000397907.1	410	0
ENST00000391618.1	447	0
ENST00000360770.3	739	0
ENST00000391617.1	588	0
ENST00000400365.3	873	0
ENST00000618832.1	282	0
ENST00000345496.4	3566	54
ENST00000491513.3	744	0
ENST00000330942.7	721	0
ENST00000478200.1	637	0
ENST00000397898.5	1779	0
ENST00000332859.8	1807	57
ENST00000411651.4	1921	0
ENST00000397893.3	520	0
ENST00000397887.5	2413	0
ENST00000330938.5	2760	46
ENST00000445724.3	2497	0
ENST00000397886.3	755	0
ENST00000397852.3	2769	38
ENST00000397857.3	2813	0
ENST00000397854.5	2592	0
ENST00000355153.6	2913	0
ENST00000397850.4	3178	0
ENST00000523323.3	2823	0
ENST00000302347.7	2955	45
ENST00000610622.2	2200	0
ENST00000320216.8	966	0
ENST00000523663.3	680	0
ENST00000522931.3	573	0
ENST00000517563.3	571	0
ENST00000522688.3	606	0
ENST00000520389.3	568	0
ENST00000524251.1	568	0
ENST00000517819.3	527	0
ENST00000397846.5	422	0
ENST00000521995.1	556	0
ENST00000291634.8	927	0
ENST00000397826.5	880	0
ENST00000458015.1	643	0
ENST00000389861.5	5031	0
ENST00000492414.3	4913	0
ENST00000496664.3	5033	0
ENST00000389863.6	3563	0
ENST00000348831.6	6882	0
ENST00000437626.3	5032	0
ENST00000449478.1	704	0
ENST00000611195.1	159	0
ENST00000360697.4	6604	0
ENST00000331343.9	4825	0
ENST00000334538.11	3077	0
ENST00000349485.7	2871	0
ENST00000612472.2	2959	0
ENST00000615172.2	2472	0
ENST00000451615.1	795	0
ENST00000400337.4	5436	0
ENST00000355480.7	5924	0
ENST00000359759.6	6586	0
ENST00000342220.7	3386	0
ENST00000423214.1	839	0
ENST00000417954.3	3572	0
ENST00000567670.3	2029	0
ENST00000311124.6	3811	0
ENST00000380010.6	1884	0
ENST00000477688.3	2785	0
ENST00000485649.3	1896	0
ENST00000427839.3	648	0
ENST00000443742.1	777	0
ENST00000528477.1	580	0
ENST00000400314.3	2202	0
ENST00000400310.3	2168	0
ENST00000400309.3	1986	0
ENST00000400308.3	1911	0
